Název;E-mail;Telefon
"BlackLoft s. r. o.";anthonypoint@blackloft.sk;"0917 215 712"
"Blackside, a.s.";vasko@blackside.sk;"0917 958 655"
"Blagohouse, s.r.o.";urikova@blagohouse.com;"0911 890 519"
Blanka;rrealinfo1@gmail.com;"0903 137 522"
"BLAUHILL RES2 j.s.a.";info@blauhill.com;"0948 322 105"
"Blažena Čelinská";celinska@tureality.sk;"0908 408 108"
"BLESSING s.r.o.";erikstupka@gmail.com;"0903 744 388"
"Blue Danube Living - Real Estate Agency";info@danubenehnutelnosti.sk;"0911 786 431"
"BLUE DUNE s.r.o.";dominika@bluedune.eu;"0948 838 445"
"Blue Marine s.r.o.";bluemarine.office@gmail.com;"+421 907 666 777"
"Bluechip, s.r.o.";office@bluechipreality.sk;"0911 101 951"
Bluereal;silviazapalov@azet.sk;"0907 708 182"
BlueReality.sk;vancisin@bluereality.sk;"0911 269 482"
"BM BÝVANIE s.r.o.";meszaros@bmbyvanie.sk;"0948 080 835"
"BM Consult s.r.o.";bmconsult@bmconsult.sk;"421 907 845 349"
"BM Global s. r. o.";predaj@bmglobal.sk;"0254 793 545"
"BM Real Estate, s.r.o.";krizanovic@bmre.sk;"0911 722 242"
"BM Real Mgr. Miroslav Pavec";info@bmreal.sk;"0905 245 812"
"BM REAL s.r.o.";martinbielak@azet.sk;"0905 321 437"
"BM reality";realitybm@realitybm.sk;"0911 430 707"
"BM TRADE Slovakia, spol. s r.o.";coufal@bmtrade.eu;"0903 221 330"
"BM WORK AGENCY, spoločnosť s ručením obmedzeným";lukas.mikolaj@gmail.com;"0908 313 087"
"BM3, s.r.o.";miroslav.k34@gmail.com;"0905 580 286"
"BMV REAL, s.r.o.";bmvreal@bmvreal.sk;"0903 054 954"
"BN REALITY";bohumilm7@gmail.com;"0918 924 415"
"BO Reality s.r.o.";bednarikova@boreality.sk;"0911 897 562"
"BoBa biz";boba.baratova@gmail.com;"0910 995 456"
"Bobeková, s.r.o.";robinobobek@gmail.com;"0911 499 224"
"Bobis reality";kfabiankovicova@gmail.com;"0950 439 844"
"Boca invest sro";bocainvestsro@gmail.com;"0903 377 330"
"BODY STYLE, s.r.o.";bodystyle.com@gmail.com;"0905 346 399"
"BOFIT TRNAVA s.r.o.";fischerbofit@gmail.com;"0905 511 831"
"BOGI Consulting, s.r.o.";flora@bogiconsulting.sk;"0908 640 311"
"Bohuš Žila";bohuszila.eu@gmail.com;"+421 905 380 493"
"Bojar s.r.o.";martin.parizek@bojar.sk;"0904 451 390"
"BOKA Reality s.r.o.";bokareality@gmail.com;"0907 669 926"
"Bolešky, s.r.o.";predaj@bolesky.sk;"0917 144 229"
"Bona Fide Services s. r. o.";ogajniak@gmail.com;"0903 222 650"
"BONA REAL, s.r.o.";bonareality@gmail.com;"0918 829 778"
"BONA REAL,s.r.o.";valeria.sopkova@gmail.com;"0918 829 778"
"Bonark s.r.o.";mnov61@gmail.com;"0903 387 418"
"BONAVIS s.r.o.";bonavissro@gmail.com;"0903 319 691"
"BOND Reality - franchisingová sieť, s.r.o.";info@bondreality.sk;"0905 333 333"
Bond-PS;bondsro@gmail.com;"0904 592 054"
"Bondex Real s.r.o.";bondexreal@gmail.com;"0907 392 395"
"BONELITY, s.r.o.";bonelity@gmail.com;"0950 659 530"
"BONIT REAL s.r.o.";macsova@bonitreal.sk;"0905 483 800"
"BONK REAL";info@bonkreal.sk;"0903 959 868"
"BONO REAL spol. s. r. o.";info@bonoreal.sk;"0910 933 556"
"bonom, s.r.o.";info@bonom.sk;"0244 451 788"
"BONTON s.r.o.";info@bontonreal.sk;"0948 876 875"
"Bonum Invest s.r.o.";peter.brlos@gmail.com;"0907 663 554"
"Bonus Bratislava spol.s.r.o.";bratislava@bonusgroup.sk;"0918 511 776"
"Bonus Košice";kosice@bonusgroup.sk;"0556 224 658"
"BONUS MICHALOVCE, spol. s r.o.";michalovce@bonusgroup.sk;"0918 810 565"
"Bonus spol. s r.o.";info@realitybonus.sk;"+421 948 378 038"
"Bonwell a.s.";maros.sabo@yahoo.com;"+421 944 000 926"
"BORCK, s.r.o.";borcksro@gmail.com;"0903 392 025"
"Bosen Group s.r.o.";info@bosen.sk;"0910 777 796"
"BOSSAS, s.r.o.";bossas@bossas.sk;"52 453 059"
"BOTAN Advisory s.r.o.";andrej.botlik@botan.sk;"0901 799 989"
"Bottova BB s.r.o.";info@bottovabb.sk;"0919 073 777"
"Bovex s.r.o.";bovex@bovex.eu;"0908 749 699"
"BP REALITY";reality@bpreality.sk;"0910 312 781"
"BPT LEASING, a.s.";mzubal@bptleasing.sk;"0919 164 007"
"BpV Group, s.r.o.";martina.moskova@bpv.sk;"0948 110 018"
"BpV Real Estate, s.r.o.";richard.hostak@bpv.sk;"0944 554 445"
"BQN s.r.o.";predaj@pozemkyciernavoda.sk;"0902 225 225"
"BR ACADEMY, s. r. o.";info@bracademy.sk;"0948 220 397"
"Bracia Sadurscy Warszawa - Piaseczno";warszawa@sadurscy.pl;"606 272 980"
"brahema s.r.o.";info@brahema.sk;"0904 517 404"
"BRAN REALITY, s.r.o.";info@bran-stany.sk;"0917 450 460"
"Brancová Štellmach reality, s.r.o.";lenkabrancova@realitybs.sk;"0903 367 922"
"BRAND FOOD INVEST s.r.o.";marketing@scg.holdings;"0903 882 918"
"Brand Food Invest, s.r.o.";projektove2@bfi.sk;"0948 452 446"
BRANDreal;ludmilacecova@gmail.com;"0918 527 100"
BRANDreal;info@brandreal.sk;"0918 527 100"
"BRANDS, s.r.o.";miro.m@byvame.eu;"421 944 568 719"
"BRANEO GROUP s.r.o.";michael0schwarz@gmail.com;"0902 710 247"
"Branislav Timko";branislavtimko@yahoo.com;"0907 606 667"
BRASTAV;svihel1@azet.sk;"0910 969 395"
"BRATIA SABOVCI, s.r.o.";juro@printbs.sk;"0905 743 111"
"Bratislava Apollo Business Centre, s.r.o.";Bratislava.Apollo@regus.com;"+421 904 370 212"
"Bratislava Hotels and Travel, s.r.o.";info@bratislavahotels.com;"421 911 468 357"
"BRATISLAVA REAL s.r.o.";info@bratislavareal.sk;"0905 985 076"
"Bratislavská realitná kancelária s.r.o.";holec@brk.sk;"421 905 442 757"
"Bratislavská realitná spoločnosť s.r.o.";info@brsreality.sk;"0907 783 159"
"Bratislavská spoločnosť pre správu majetku, s.r.o.";asistent@bssmsro.eu;"0903 779 988"
"Bratstav s.r.o.";domes@domesas.sk;"0918 125 744"
"Bratton s.r.o.";komanderova@gmail.com;"0911 187 888"
"BRAVO  Real s.r.o.";bravoreal@gmail.com;"0903 616 175"
"BRAVO reality s. r. o.";bravorealityhc@gmail.com;"0911 074 711"
"BREA s.r.o.";breareality@gmail.com;"0907 700 747"
"BREFIN REAL s.r.o.";milan.brezny@gmail.com;"0903 753 358"
"Brezno reality, s.r.o.";info@breznoreality.sk;"+421 905 604 226"
"BRICK reality, s. r. o.";vladimir.mesaros@brickreality.sk;"0948 504 607"
"Bridge Real s.r.o.";info@bridgereal.sk;"0905 516 674"
"Briliant Reality, s.r.o.";hoghova@briliantreality.sk;"0915 839 125"
"BRILLBIRD Slovakia";brillbird@brillbird.sk;"421 905 522 718"
"BRIXGREEN, s.r.o.";hotelbrix@hotelbrix.sk;"0951 784 887"
"BRM 78 DEVELOPMENT, s.r.o.";bokoranorbert@gmail.com;"0948 611 987"
"Broker House";milan.sudar@yahoo.com;"0907 351 523"
"BROKER HYPO REAL";info@brokerhyporeal.sk;"0905 320 347"
"Broker reality, s.r.o.";office@brokerreality.sk;"0917 557 557"
"BROKER REALITY, s.r.o.";office@brokerreality.sk;"0917 557 557"
"BROKER-REAL s.r.o.";magyar@broker-real.sk;"0918 511 221"
"Brokerage s.r.o.";brokerage@brokerage.sk;"0902 171 391"
"BROKER’S REALITY, s. r. o.";dmohacsi@bsg.sk;"0905 141 826"
"Bronislava Belovič";bronia.belovic@gmail.com;"0915 579 824"
"Bros reality s.r.o.";info@brosreality.sk;"0907 750 421"
"Brosis, s. r. o.";landbank.sk@gmail.com;"0948 802 277"
BROTHERS;office@brothersreal.com;"0918 749 359"
"Bruno Boroš";bruno.boros@gmail.com;"0905 580 307"
"BRUQ REAL";danielova@bruqreal.sk;"0911 166 133"
"Brün Slovakia s.r.o.";brunslovakiasro@gmail.com;"0918 295 243"
"BS consulting";boris@am-architects.eu;"0905 920 616"
"BS real estate, a.s.";markova@bsrealestate.sk;"0915 533 881"
"BS real Ing. Boris Sedo";bsreal@bsreal.sk;"0905 637 927"
"BS REAL s.r.o.";saghy@bs-real.sk;"0918 770 866"
BSCentre,s.r.o.;info@promium.sk;"+421 904 436 274"
"BT REALITY";btreality@btreality.sk;"0905 361 372"
"BTK invest s.r.o.";lelovska@btk.sk;"0904 641 558"
"BTS CARGO & HANGAR SERVICES, a.s.";btscargo@btscargo.sk;"421 918 661 293"
"BUBI - GOLD CENTER, s.r.o.";info@bubigold.sk;"0918 816 992"
bubinko;garsonkaBA@centrum.cz;"0948 544 504"
"Buby reality, s.r.o.";info@bubyreality.sk;"+421 903 502 341"
"Budúcnosť Bývania spol. s r.o.";jan.putz@buducnostbyvania.sk;"0910 904 736"
"Buildfit s.r.o.";office@buildfit.sk;"421 918 881 151"
"Building & Services s.r.o. Günter SCHNEIDER";bas.reality.gelnica@gmail.com;"0948 180 525"
"Building Service a.s.";me@mirotallo.com;"0907 722 945"
"Buildrex Reality, spol. s r.o.";buildrex@buildrex.sk;"0902 895 865"
"Bukovecká s.r.o.";info@bytybukovecka.sk;"0915 906 110"
"Bulgarian Holiday Investment Group s.r.o..";bhig@bhig.sk;"0948 005 477"
BUMs;sb8691@gmail.com;"0917 504 131"
"buona stella, s.r.o.";gabriela.nebylova@gmail.com;"0902 358 012"
"Buro REAL s.r.o.";buroreal@buroreal.sk;"0905 606 661"
"Burreality, s.r.o.";burreality@post.sk;"0949 235 756"
"BURTOM REAL s.r.o.";info@burtomreal.sk;"0908 495 544"
"Business brothers s.r.o.";helcmanovsky@rezidenciacastor.sk;"0905 318 692"
"Business Centrum Hlavná s.r.o.";michalcak@ppmanagement.cz;"+420 773 677 305"
"BUSINESS INTELLIGENCE s.r.o.";business.horvath@gmail.com;"0915 036 750"
"Business Options & Investments";ppopluhar@gmail.com;"0944 596 301"
"Business Real s.r.o.";info@businessreal.sk;"0903 461 439"
"Business, Art and Services s. r. o.";henrietanovakova@yahoo.com;"0905 542 257"
BUSINESS-REC-WAY;zajonr@gmail.com;"0905 616 173"
BusinessReal;businessreal@gmail.com;"0904 841 949"
"Butterfly-reality, s.r.o.";info@butterfly-reality.sk;"+421 904 482 547"
"BUY AND SELL s. r. o.";rovinkareality@gmail.com;"0903 757 403"
"Bučo, s.r.o.";matej@buco.sk;"+421 915 147 334"
"BV CONSULT";bvconsult@bvconsult.sk;"421 910 430 506"
"BV REAL PD, s.r.o.";info@bvreal.sk;"0905 834 198"
BVG;bvg@gmail.com;"0911 223 344"
"BVT Estate s.r.o.";novakovaja@centrum.sk;"0949 300 448"
"Bwfin - SK s.r.o";bwfin.sk@gmail.com;"0905 186 839"
"ByDoPo realitná kancelária";bydopo@bydopo.sk;"0949 535 445"
"ByDoS Reality";reality@bydos.firm.sk;"0903 345 644"
"BYSTRICA REALITY,s.r.o.";filipovakatka007@gmail.com;"0908 369 980"
"Bystrík IGAZ - BIBO design";bystrobi@gmail.com;"0903 770 785"
byt;7lukasss7@azet.sk;"0918 655 239"
"Byt aj dom s.r.o.";peter.haraslin@gmail.com;"0903 432 103"
"byt do podnájmu";"jarmilka78@azet.sk  -  mimiklipany@azet.sk";"0908 990 401"
"Byteria, s. r. o.";byty@svrcia.sk;"0911 236 037"
"BYTOM s r.o.";rudolfw135@gmail.com;"+421 948 799 791"
"Bytovy dom Na Strani";mrmr.fr@gmail.com;"0903 612 794"
"Bytový dom Jelšina, s.r.o.";dobrocani@novezlatovce.sk;"0905 446 918"
"Bytový dom Košická, s.r.o.";lukas.micka@metrostavsk.sk;"0917 835 319"
"Bytový podnik mesta Košice, s.r.o.";martina.tokarcikova@bpmk.sk;"0917 880 048"
"BYTOČ, spol. s r.o.";bytoc@bytoc.sk;"0903 649 808"
"BYTREAL-Silvia Majerčáková";bytreal@bytreal.sk;"0911 575 846"
bytsaratov;saratovska@centrum.sk;"0904 986 554"
"Bytujeme s.r.o.";peter.holly@bytujeme.sk;"0910 200 999"
"Byty Bratislava";3000@3000.sk;"0948 162 291"
"Byty Bratislava Centrum,s.r.o.";starpavel1@gmail.com;"0903 111 111"
"Byty Miloslavov, s. r. o.";bytymiloslavov@gmail.com;"0904 365 263"
"Byty na predaj Prešov OMEGASTEEL";omega.steel@gmail.com;"0907 616 524"
"Byty, domy Košice";info@bytydomykosice.sk;"0950 625 405"
"BytyBa, s.r.o.";info@bytyba.sk;"0915 721 025"
"BYVAJ LAHKO, s. r. o.,";info@byvajlahko.sk;"0908 196 512"
ByvajteZadarmo;freelivingsro@gmail.com;"0918 593 581"
"Byvanie Nitra";info@jozefurban.com;"+421 904 515 594"
BYVANO;info@byvano.sk;"0948 554 333"
BYVin;byvinreality@gmail.com;"0944 778 952"
"BYVYSERV a.s.";aktualizujte.si.prosim@email.sk;"0903 457 699"
"Bánovská realitná spoločnosť s.r.o.";tomas.seles@gmail.com;"0908 127 142"
"Bártrová s.r.o.";info@bartrova.sk;"0911 855 253"
"Bôry, s. r. o.";bosikova@bory-zilina.sk;"0904 418 819"
"Bývaj krajšie s.r.o.";martin@byvajkrajsie.sk;"0911 553 551"
"Bývaj reality";mudra@byvareality.sk;"0911 230 175"
"Bývaj tu s.r.o.";nika.navratil@gmail.com;"+421 949 108 074"
"bývaj.top s.r.o.";kontakt@byvaj.top;"0948 101 987"
"BÝVAJTE - SK s.r.o.";anton.krsko@gmail.com;"0918 405 187"
"Bývajte lepšie, s.r.o.";tomas.gric@byvajtelepsie.sk;"0903 281 172"
"Bývajte s nami s.r.o.";info@rkbyvajtesnami.sk;"0915 754 639"
"Bývalá kasarna Ipeľské Predmosťie";piroska140@azet.sk;"0918 367 186"
"Bývanie Na Kĺúč, s.r.o.";info@byvanienakluc.sk;"0907 440 609"
"Bývanie Na Kľúč, s.r.o.";info@pozemkydolnatizina.sk;"0908 978 142"
"Bývanie Plus, s.r.o.";miroslavksinan@gmail.com;"0948 138 555"
"BÝVANIE PRE VÁS";info@byvanieprevas.sk;"0918 941 451"
"Bývanie pre vás";bpvpredaj@gmail.com;"421 907 565 664"
"Bývanie Prievidza";info@byvanieprievidza.sk;"+421 918 111 292"
"BÝVANIE S NAMI, s.r.o.";gustav.turansky@gmail.com;"+421 918 370 496"
"Bývanie Snov BB";richard.sudoma@byvaniesnov.com;"0911 168 635"
"Bývanie snov s.r.o.";info@byvaniesnov.sk;"0907 296 887"
"bývate.sk, s.r.o.";monika.spinlerova@byvate.sk;"0918 206 487"
"C O M T E L , spol. s r. o.";comtel@comtel-sro.sk;"0944 062 250"
"C&C real";cacreal@centrum.sk;"0903 858 260"
"C&K mobile s.r.o.";ck.reality.m@gmail.com;"0905 331 987"
"C&P group s.r.o.";e-office@e-office.sk;"0905 453 793"
C-REAL;creal@creal.sk;"0949 217 076"
"C.C.S., s.r.o.";ccsbaca@outlook.com;"0911 644 226"
"CA Cookies Travel s.r.o.";info@cookiestravel.sk;"0910 507 049"
"CABE s. r. o.";matas.jozef@centrum.sk;"0915 770 216"
"CAFE reality s. r. o.";info@cafereality.sk;"0907 055 744"
"Caffé Amadeus,s.r.o.";caffe.amadeus@zmail.sk;"0903 420 143"
"CALCUS s. r. o.";iv.valach87@gmail.com;"+421 915 957 580"
"CALLI REAL";callireal@callireal.sk;"0903 356 737"
"Calma Group s.r.o.";martina.kohutova@calmagroup.sk;"+421 904 220 647"
"Calmit spol. s r.o.";z.martincekova@calmit.sk;"0902 921 607"
"Calypso Real, s. r. o.";info@calypsoreal.sk;"0907 890 796"
"Campus city s.r.o.";richard@campus-cowork.com;"0903 145 094"
"CANDI Slovakia s.r.o.";dolansky@linuxserver.sk;"0948 535 780"
"CANGURU s.r.o.";kaduch@canguru.sk;"0903 503 514"
"Canstav, s.r.o.";canstav@gmail.com;"0902 523 774"
"CAPITAL CENTRUM, s.r.o.";olga.chovacovacc@gmail.com;"0948 035 891"
"CAPITAL Trust, a.s.";martin.urman@cinzovnidomy.cz;"0915 088 138"
"capitalservice s.r.o.";info@capital-service.sk;"0900 511 510"
"CAPITIS s.r.o.";info@tvoje-nove-byvanie.sk;"0905 504 508"
"CAPRI a.s.";info@fudemus.sk;"421 918 026 388"
"Cardinal, s.r.o.";info@cardinal-eu.com;"0948 482 777"
CARFAX;reality.inziniering@gmail.com;"0917 799 665"
"CARMEN INVEST s. r. o.";info@gardenresort.sk;"0903 884 911"
"Caroline Development s.r.o.";jaromir.ruckay564@gmail.com;"0911 433 223"
"Carpathia Residence, s.r.o.";predaj@karpatium.sk;"0911 257 075"
"Carpatia s.r.o.";juritkova@rezidencialimbasska.sk;"0901 776 779"
"CARTER s.r.o.";jhomolya@yahoo.com;"0903 609 355"
"CARTES plus, s.r.o.";corpet@coryn.sk;"0905 900 278"
"CASA DE MAR Real Estate";igor@casademar.com;"+385 989 736 012"
"casablanca spol.sro";casablancavk@gmail.com;"0905 321 988"
"Casaurea, s.r.o.";casaurea@casaurea.sk;"0902 836 210"
"Cascadya s.r.o.";info.cascadya@gmail.com;"0944 382 687"
"CASEDI s.r.o.";korinkova@cresco-ig.sk;"0905 303 132"
"CASH POINT, s.r.o.";edo@email.cz;"0944 231 401"
"CASMAR REALITY s.r.o.";markovic.p@casmar.sk;"0948 636 000"
"CASPIC, s. r. o.  - FIX";vivat@vivat.sk;00
"CASPIC, s. r. o. - FIX II";vivat@vivat.sk;00
"CassaReal s.r.o.";ototillisch@gmail.com;"0903 796 467"
"Cassovia Consulting Group s.r.o.";halasz@ccgroup.sk;"0918 717 321"
"CASSOVIA REALITAS Košice s.r.o.";tomco@cassoviarealitas.sk;"0907 190 000"
"Castagna s.r.o.";franko@msn.com;00
"Castelan Real s. r. o.";info@realportico.sk;"0915 113 007"
"CASTELLO REAL, spol. s r.o.";castello@castelloreal.sk;"+421 911 432 753"
"Castis invest,a.s.";bohus.kaliarik@castis.sk;"0905 232 913"
"Castor Real Estate s.r.o.";info@castorgroup.sk;"0243 191 714"
"Castrum Invest s.r.o.";castruminvestsro@gmail.com;"0907 492 505"
"CB real";ccbtg@centrum.sk;"0918 174 870"
"CB Real, s.r.o.";cbreal@cbreal.sk;"0918 468 147"
"CB s.r.o.";realitkaCB@gmail.com;"0904 554 433"
"CBC Development, a.s.";jozef_cino@tam.sk;"0910 765 999"
"CBF reality s.r.o.";cbf.reality1@gmail.com;"0905 957 137"
"CBI, s.r.o.";lukas.hubert@reprogas.sk;"0911 276 158"
CBRE;michal.cerulik@cbre.com;"0903 611 730"
"CBRE s.r.o.";daniel.rzavsky@cbre.com;"+421 907 883 394"
"CBS HP Stav s.r.o.";cbs.mihockova@gmail.com;"0903 154 690"
CC-Reality;info@cc-reality.sk;"0908 331 131"
"CCIPOS GROUP s.r.o.";ccipos@ba.telecom.sk;"0902 249 243"
"CCO - nehnuteľnosti, s.r.o.";info@cco-nehnutelnosti.sk;"0911 535 007"
CDC,s.r.o.;cdc@cdc.sk;"0917 868 963"
"CE Invest s.r.o.";michaela@ceinvest.sk;"0911 251 030"
"CE REAL s.r.o.";cereal@cereal.sk;"0915 956 587"
"CE-REZ real";info@rezanie-betonu.com;"0904 328 983"
"CEA EUROPE.SK, s.r.o.";adriana@ceaeurope.sk;"0904 177 225"
"CEE Commercial, s.r.o.";v.bystrianska@ceecommercial.com;"0918 484 323"
"CENREFIN realitné služby, s.r.o.";stefan.hudak@cenrefin.sk;"0917 202 220"
"CENTAURI, s.r.o.";centauri@centauri.eu;"+421 911 133 335"
"Center Reality";tomashelbich@centerreality.sk;"0907 754 481"
"Central Estates s.r.o.";manager@centralestates.sk;"0910 606 108"
"CENTRAL INVEST, spol. s r.o. Michalovce";aktualizujte.si.prosim@email.sk;"0918 461 932"
"CENTROOM s.r.o.";mihalovicova@iuris.sk;"0907 828 581"
"Centrum bývania a financovania s.r.o.";mariantobisz@gmail.com;"+421 905 742 996"
"Centrum Bývania Trenčín s.r.o";info@centrumbyvania-trencin.sk;"0948 666 956"
"CENTRUM BÝVANIA, s.r.o. (Reality Bývanie)";info@centrumbyvania-reality.sk;"0908 374 828"
"Centrum bývania-DOMOV spol.s r.o.";c.b.domov@gmail.com;"0335 541 320"
"Centrum Finančnej Konsolidácie s.r.o.";info@cfk.sk;"0948 241 841"
"Centrum HUB Bratislava s.r.o.";annette.hoffmannova@gmail.com;"0907 182 235"
"Centrum jazdeckého športu, s.r.o.";klub.juzak@gmail.com;"0903 644 417"
"Centrum MONAR";parakova@vara.sk;"0904 050 505"
"centrum nehnuteľností, spol. s r.o.";info@centrumnehnutelnosti.sk;"0904 160 689"
"Centrum Prenájmu s.r.o.";kontakt@centrumprenajmu.sk;"0911 487 438"
"Centrum Prenájmu s.r.o.";kontakt@centrumprenajmu.sk;"0903 666 626"
"Centrum Real";info@centrumreal.sk;"0948 161 130"
"Centrum real invest s.r.o.";centrumreal@centrumreal.sk;"0918 560 401"
"Centrum Reality, s.r.o.";info@centrumreality.sk;"0907 729 722"
"CENTRUM REALÍT";info@centrum-realit.sk;"0911 662 958"
"Centrum Realít group s.r.o.";centrumrealit@predane.sk;"0902 211 122"
"Centrála Bývania s.r.o.";info@centralabyvania.sk;"0904 399 161"
"CENTURY 21 Slovakia";c21@c21.sk;"0907 138 097"
"Century21 Garant";martin.viravec@century21.sk;"0904 220 226"
"Ceramica Espana";katarinajurkovicovaa@gmail.com;"0907 747 237"
"CeraSin, spol. s.r.o.";cerasinrk@gmail.com;"0915 980 711"
"CERASUS, s.r.o.";cerasussro@gmail.com;"+43 6 601 301 138"
"CERE Invest Biely Kostol, s.r.o.";zilova@bicba.sk;"421 908 256 263"
"Cesta k bývaniu s. r. o.";cernakova@irrealis.sk;"0918 400 137"
"CETOS, s.r.o.";info@rezidencialesna.sk;"0948 665 633"
"chalupa na predaj";vaclavsky@gmail.com;"0904 957 529"
"Chalupkova s.r.o.";soltes@chalupkova.sk;"0951 271 883"
Chalupári;info@rkchalupari.sk;"+421 376 533 131"
"CHALÚPKA reality";jan@chalupkareality.sk;"0910 477 652"
"CHARLES - Realitná kancelária";office@charles.sk;"0910 498 222"
Chateaureality;chrenko@chateaureality.sk;"0905 329 399"
"Chcembyvat s.r.o.";info@chcembyvat.eu;"0948 326 777"
Chcemebyvat.sk;radovanhorsky@chcemebyvat.sk;"0911 996 427"
"CHEMES, a.s. Humenné";v.rabajda@chemes.sk;"+421 905 329 155"
"CHEMOSVIT, a.s.";pitoniak.m@chemosvit.sk;"0527 152 589"
"Cherries, reality";iva.liker@gmail.com;"+421 948 383 836"
"Chilli REALITY";info@chillireality.sk;"0907 111 300"
"Chirana Progress";racik@chirana-progress.sk;"0905 604 077"
"ChristREAL, s.r.o.";centrala@christreal.sk;"0917 858 834"
"Ci estate, s. r. o.";info@ciestate.eu;"0911 722 945"
"CICompany s.r.o.";matus.novak@realitna1.sk;"0915 475 852"
"CIFRAK & VARGA s. r. o.";vladko14@yahoo.com;"0948 510 130"
"CIG Capital insurance group, s.r.o";cigsro@gmail.com;"0918 845 812"
"CIPOL, s.r.o.";tereziacifrova@gmail.com;"0905 417 394"
"CITY CORP REAL, a.s.";samuelova@azet.sk;"0905 265 237"
"City Investments s.r.o.";city-real@city-real.eu;"0911 092 092"
"City Logistix s.r.o.";kopacka@domslov.sk;"0907 210 954"
"city property group, s. r. o.";rezna@gmail.com;"0904 043 061"
"CITY Real Estate";info@cityrealestate.sk;"+421 903 868 815"
"City Reality Košice";info@cityrealitykosice.sk;"0905 904 342"
"City Reality,s.r.o.";ziburova@cityreality.sk;"+421 917 461 242"
"CITYESTATE s.r.o.";lendelservices@gmail.com;"0903 788 829"
cityprojekt;citovicky@gmail.com;"0902 378 216"
"CITYREAL PLUS s.r.o.";office@cityrealplus.sk;"+421 908 583 729"
CityReality.sk;reality@cityreality.sk;"0903 400 102"
"CityRealityBratislava RK";info@cityrealitybratislava.sk;"0948 333 123"
"CK A-HA s. r. o.";aktualizujte.si.prosim@email.sk;"0905 617 834"
"CL Investreal s.r.o.";clinvestreal@slovanet.sk;"0903 411 699"
"CL-reality s.r.o.";info@clreality.sk;"+421 910 583 237"
"Classic Real";daniel.niznan@classicreal.sk;"0917 786 021"
"CLASSIC Reality";info@classic-reality.sk;"0904 123 456"
"Classiq, s.r.o.";sylvestr65@gmail.com;"0949 210 440"
"Claudia Cigáneková";realitnymakler99@azet.sk;"0907 708 182"
"Clear Reality, s.r.o.";lstopka@dsreality.sk;"0905 485 220"
"CLEO 38, s.r.o.";cleo38@cleo38.sk;"0915 422 888"
"CLIPPER SK, s.r.o.";mamzaujem@dobredomy.sk;"0905 797 000"
"CM-reality, Renáta Bajaková - GEMMEL";info@cm-reality.sk;"0907 700 500"
"CML REALITY s.r.o.";cmlreality@hotmail.com;"+421 907 724 318"
cmlslovakia;cmlslovakiasro@centrum.sk;"0907 724 318"
"CNIC Slovakia Logistics I s.r.o.";dusan.drobny@cglinv.com;"0910 503 800"
"Cobolt, s.r.o.";info@poctivedomy.sk;"0901 702 098"
"Coffee Services Company,s.r.o.";corso.trencin@gmail.com;"0904 134 020"
"CoffeeDrinkers s.r.o.";office@coffeedrinkers.eu;"0950 492 989"
Cog.Er.S.s.r.o.;aktualizujte.si.prosim@email.sk;"0905 771 428"
CogoSK;cogo.sk@gmail.com;"0948 330 775"
"COLAS Slovakia, a.s.";martin.mincak@colas-sk.sk;"0904 703 592"
"COLLDEEDs rental";lucialitv23@gmail.com;"905 227 172"
"Colliers International, spol. s r.o.";dominika.tkacova@colliers.com;"0905 193 727"
"COLORIST GROUP s.r.o.";vadim@tiarecolor.eu;"421 949 543 573"
"Columba Real Estate s. r. o.";info@columba.sk;"0911 149 921"
"COM-KLIMA s.r.o";majer@comklima.sk;"0918 266 618"
"COMACC reality";kancelaria@comaccreality.sk;"0911 511 601"
"Comfort Home Reality s. r. o.";andrea_eslive@hotmail.com;"0911 363 640"
"COMFORT REAL, s.r.o.";info@comfortreal.sk;"+421 915 722 599"
"Comfort Reality s.r.o.";petercacik@gmail.com;"0905 510 322"
"ComfortReal s.r.o.";office@comfort-real.sk;"0948 650 511"
"COMMON PROPERTY";alexander@steeltower.sk;"0944 069 710"
"Common property, s.r.o.";alexander@steeltower.sk;"0944 069 710"
COMPACTREAL;dlhedielyrk@gmail.com;"0948 038 915"
"Company for you s.r.o.";info@vasarealitka.eu;"0948 515 531"
"Compass + s.r.o.";fulopova@compassreal.sk;"0911 757 131"
"COMPERIO REAL, s.r.o.";ivana.zvoncekova@comperio.sk;"0903 291 111"
"Complet Real, s. r. o.";denis.romanov@completreal.sk;"0914 216 476"
"COMPLETE SERVICE";marcela.completeteservice@gmail.com;"0915 345 707"
"COMPLETE SERVICE";marcela.completeteservice@gmail.com;"0901 766 030"
"CompleteReal s.r.o.";info@completereal.sk;"0911 274 917"
"Complex Construct";caban@complexconstruct.at;"+421 948 422 171"
"COMPRA, s.r.o.";compra@compra.sk;"0243 427 088"
"Computer Controls SK, s. r. o.";simona.vajdova@ccontrols.sk;"0915 870 591"
"COMREAL s.r.o. - Realitná kancelária";tibordo@comreal.sk;"0918 454 454"
"Conag, s.r.o.";zuzana.hantak@conag.eu;"0908 921 211"
"conax s.r.o.";conaxsro@gmail.com;"0911 010 300"
"Concept real";reality.concept2@gmail.com;"0903 899 989"
"CONCORDIA Reality";dalibor.hornak@gmail.com;"0917 606 662"
"CONCRETE SK, s.r.o.";dedackova@byvaniekralova.sk;"0911 290 837"
